Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group A,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,59,59,56
male,group C,some college,standard,none,married,regularly,no,3.0,unknown,< 5,83,85,79
male,group C,high school,free/reduced,none,married,sometimes,no,5.0,school_bus,> 10,51,50,42
male,group C,some high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,66,57,60
male,unknown,some high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,83,74,66
female,group D,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,72,75,83
male,group E,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,92,81,78
female,group E,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,85,96,93
female,group E,some high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,74,88,79
male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,< 5,78,75,80
male,group A,some college,free/reduced,none,divorced,never,no,2.0,school_bus,< 5,65,68,66
female,group B,high school,free/reduced,none,married,never,no,2.0,private,< 5,43,60,64
male,group D,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,65,52,53
male,group C,some college,free/reduced,none,divorced,sometimes,no,2.0,private,5 - 10,70,67,67
male,group A,high school,standard,none,widowed,regularly,no,4.0,school_bus,5 - 10,78,65,58
female,group A,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,57,66,62
male,group C,unknown,free/reduced,none,married,sometimes,no,4.0,unknown,> 10,60,61,53
female,group C,high school,standard,none,married,regularly,no,2.0,private,5 - 10,63,72,69
male,group D,some college,standard,none,single,never,no,2.0,school_bus,< 5,79,73,74
female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5,43,49,48
male,group E,some college,standard,none,unknown,sometimes,no,2.0,private,5 - 10,91,88,82
female,group E,associate's degree,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,63,63,65
male,group E,some high school,standard,none,single,sometimes,no,5.0,school_bus,5 - 10,88,76,71
male,group A,some high school,standard,none,single,sometimes,no,4.0,unknown,> 10,64,62,53
male,group B,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,67,60
female,group D,high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,43,59,65
female,group B,associate's degree,standard,none,single,regularly,no,1.0,school_bus,< 5,45,48,53
male,group C,bachelor's degree,standard,completed,unknown,regularly,no,3.0,school_bus,5 - 10,66,55,57
female,group B,high school,standard,none,unknown,regularly,no,4.0,school_bus,unknown,36,47,52
male,group D,high school,standard,completed,married,sometimes,no,3.0,private,> 10,92,87,89
female,group B,some high school,standard,none,divorced,regularly,no,3.0,school_bus,unknown,70,78,80
female,group C,associate's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,67,77,71
male,group D,some college,standard,completed,divorced,sometimes,no,1.0,private,< 5,90,97,92
female,group B,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,5 - 10,65,79,75
female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,63,72,80
female,group B,some college,free/reduced,completed,married,never,no,5.0,private,< 5,43,65,61
male,unknown,high school,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,92,87,88
female,group D,some high school,standard,none,married,regularly,no,0.0,school_bus,5 - 10,48,62,62
female,group E,associate's degree,standard,none,single,regularly,no,1.0,private,< 5,77,74,72
female,group B,high school,standard,completed,single,sometimes,no,4.0,private,5 - 10,72,86,85
female,group D,high school,free/reduced,none,single,regularly,no,1.0,private,5 - 10,50,62,67
female,group B,some college,standard,none,single,regularly,no,2.0,private,< 5,49,58,55
male,group C,bachelor's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,66,71,69
female,group C,high school,standard,completed,married,regularly,no,2.0,private,unknown,78,77,86
female,group C,some high school,standard,none,married,never,no,2.0,school_bus,5 - 10,58,65,63
female,group A,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,59,71,63
male,group C,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,28,39,31
male,group B,some high school,free/reduced,none,single,sometimes,no,2.0,private,< 5,39,43,33
female,group A,associate's degree,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,43,58,56
female,group A,bachelor's degree,standard,completed,unknown,sometimes,no,1.0,school_bus,5 - 10,84,91,96
male,group D,some high school,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,< 5,53,55,56
female,group E,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,56,71,69
male,group E,high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,81,71,74
male,unknown,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,61,47,44
female,group B,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,75,86,88
male,group D,high school,standard,none,divorced,never,no,1.0,school_bus,> 10,63,68,57
female,group A,unknown,free/reduced,completed,divorced,regularly,no,1.0,school_bus,< 5,43,54,65
male,unknown,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,44,40,37
male,group C,unknown,free/reduced,completed,married,sometimes,no,0.0,school_bus,5 - 10,55,61,50
male,group C,associate's degree,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,57,60,55
male,group D,some college,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,69,70,74
male,group C,master's degree,free/reduced,none,single,regularly,no,1.0,unknown,< 5,59,48,53
male,group C,some high school,free/reduced,completed,divorced,sometimes,no,1.0,private,> 10,47,39,40
male,group C,associate's degree,standard,completed,unknown,regularly,no,3.0,private,< 5,72,62,64
male,group C,unknown,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,62,57,55
female,group D,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,> 10,66,61,59
male,group B,some college,standard,completed,divorced,sometimes,no,2.0,private,< 5,51,55,54
male,group D,some high school,standard,none,divorced,regularly,no,2.0,private,< 5,60,55,55
female,group B,some high school,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,53,75,74
female,group C,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,64,79,80
male,group E,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,> 10,57,64,64
male,group D,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,79,74,77
male,unknown,unknown,standard,none,married,sometimes,no,1.0,private,> 10,98,80,84
female,group C,high school,standard,none,single,never,no,1.0,school_bus,< 5,56,72,69
male,group D,high school,standard,completed,married,sometimes,no,4.0,school_bus,> 10,95,87,78
male,group D,unknown,standard,completed,married,sometimes,no,1.0,school_bus,< 5,85,77,85
male,group D,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,90,85,82
female,group D,high school,standard,none,divorced,never,no,1.0,unknown,5 - 10,73,81,81
male,group C,high school,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,77,66,66
female,group A,some college,standard,completed,married,regularly,no,3.0,unknown,< 5,81,94,94
female,group C,some college,standard,none,divorced,sometimes,no,4.0,private,5 - 10,54,70,70
male,unknown,bachelor's degree,free/reduced,none,single,regularly,no,1.0,school_bus,> 10,61,62,57
female,group E,some high school,free/reduced,none,widowed,regularly,no,3.0,private,5 - 10,49,56,52
male,group C,some college,standard,none,married,never,no,5.0,unknown,> 10,72,66,63
female,group C,associate's degree,standard,none,single,regularly,no,2.0,school_bus,< 5,67,83,74
female,group D,some college,standard,completed,single,sometimes,no,1.0,private,5 - 10,87,92,99
female,group D,high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,84,87,98
female,group B,some college,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,56,57,59
female,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,unknown,69,69,68
female,group D,high school,standard,none,married,regularly,no,1.0,private,5 - 10,67,77,68
female,group C,some high school,free/reduced,completed,married,never,no,2.0,private,< 5,45,61,62
female,group B,some college,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,73,81,81
male,group B,some high school,free/reduced,completed,married,sometimes,no,4.0,private,5 - 10,68,75,68
female,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,unknown,5 - 10,53,67,67
female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,51,72,69
female,group B,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,81,88,87
female,group E,associate's degree,standard,none,single,sometimes,no,1.0,private,5 - 10,70,76,72
male,group C,high school,standard,none,married,sometimes,no,4.0,school_bus,> 10,65,54,56
female,group C,some high school,standard,none,married,never,no,2.0,school_bus,< 5,66,78,72
female,group C,high school,standard,none,married,never,no,3.0,unknown,< 5,41,55,47
female,group C,high school,free/reduced,none,single,regularly,no,2.0,private,5 - 10,72,74,74
male,group D,some high school,standard,none,married,regularly,no,1.0,private,> 10,61,52,47
female,group C,some high school,standard,none,single,never,no,2.0,school_bus,> 10,37,46,44
female,group C,master's degree,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,73,85,77
male,group C,high school,standard,completed,divorced,sometimes,no,1.0,private,> 10,61,62,64
male,group C,some college,standard,completed,married,regularly,no,1.0,private,5 - 10,86,78,84
male,group B,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,89,84,78
female,group D,unknown,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,80,85,87
male,group B,associate's degree,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,71,69,67
male,group C,some college,standard,completed,divorced,never,no,2.0,school_bus,> 10,79,75,76
female,group D,some college,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,55,70,65
male,group B,high school,free/reduced,completed,married,never,no,2.0,private,5 - 10,49,50,53
female,group B,some high school,standard,none,single,regularly,no,2.0,private,< 5,82,82,87
male,group C,associate's degree,standard,none,divorced,sometimes,no,3.0,unknown,5 - 10,69,70,65
male,unknown,bachelor's degree,free/reduced,none,single,never,no,2.0,private,5 - 10,68,69,63
male,group D,unknown,standard,none,single,sometimes,no,2.0,unknown,5 - 10,73,73,66
female,group C,associate's degree,standard,completed,married,never,no,1.0,private,5 - 10,65,79,80
male,unknown,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,69,61,56
female,group D,some high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,56,60,61
female,group D,some college,free/reduced,none,married,sometimes,no,5.0,school_bus,< 5,47,63,55
female,group C,associate's degree,standard,completed,single,regularly,no,0.0,school_bus,5 - 10,70,74,76
male,group E,some high school,standard,completed,single,sometimes,no,1.0,school_bus,< 5,95,90,81
female,group E,some college,standard,completed,unknown,never,no,1.0,school_bus,< 5,71,79,87
female,group B,some college,free/reduced,completed,married,regularly,no,4.0,school_bus,5 - 10,61,76,70
male,group B,master's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,74,90,82
female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,87,95,91
male,group D,high school,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,75,75,74
female,group B,some college,standard,none,single,regularly,no,3.0,school_bus,> 10,83,84,85
male,group C,high school,standard,none,married,regularly,no,2.0,unknown,< 5,74,61,58
male,group D,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,57,65,59
female,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,63,72,73
female,group A,high school,free/reduced,none,married,sometimes,no,3.0,unknown,< 5,67,84,80
male,group B,some college,standard,none,single,regularly,no,2.0,school_bus,5 - 10,47,45,42
female,group A,some high school,free/reduced,none,single,never,no,1.0,school_bus,unknown,48,58,50
female,group C,unknown,standard,none,married,sometimes,no,2.0,private,5 - 10,53,58,60
female,group B,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,54,58,59
male,unknown,some college,standard,none,divorced,regularly,no,0.0,school_bus,> 10,94,82,83
female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,43,47,49
male,group A,some high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,61,58,54
male,group D,some college,standard,none,married,regularly,no,3.0,unknown,> 10,76,67,70
female,group B,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,57,69,68
male,group C,some college,free/reduced,none,married,never,no,3.0,private,5 - 10,66,73,60
female,group E,unknown,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,85,95,100
female,group B,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,45,53,46
female,group E,master's degree,standard,none,divorced,sometimes,no,2.0,private,5 - 10,72,64,70
female,group D,some high school,standard,none,single,sometimes,no,1.0,school_bus,< 5,62,69,65
male,group D,some college,free/reduced,completed,widowed,sometimes,no,1.0,school_bus,5 - 10,43,42,43
male,group D,some college,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,67,70,72
male,group D,associate's degree,standard,none,married,never,no,1.0,school_bus,< 5,81,86,82
female,group E,some high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,79,82,79
male,group E,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,73,68,61
male,group B,master's degree,standard,none,divorced,regularly,no,4.0,school_bus,5 - 10,71,56,60
male,group C,some college,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,49,35,34
